order_id,order_date,month,weekday,state,sales_channel,product_category,product_name,quantity,unit_price,discount,order_status,seller_name,payment_method,total_salles,Faturamento total no ano
ORD-10035,12/04/2024,abril,sexta-feira,RS,E-commerce,Tablets,iPad 10,3,"1560,69",5%,Cancelado,Roberto Alves,Boleto,"4682,07",
ORD-10036,22/05/2024,maio,quarta-feira,SP,E-commerce,Áudio,Fone JBL,1,"2571,56",10%,Devolvido,Carlos Souza,Pix,"2571,56",
ORD-10037,25/02/2024,fevereiro,domingo,SC,Televendas,Áudio,Fone JBL,4,"1761,15",10%,Concluído,Roberto Alves,Pix,"7044,6",
ORD-10038,23/01/2024,janeiro,terça-feira,PR,Aplicativo,Celulares,Samsung Galaxy S22,4,"58,37",5%,Concluído,Mariana Lima,Pix,"233,48",
ORD-10039,04/03/2024,março,segunda-feira,PR,Aplicativo,Áudio,Headset HyperX,3,"2560,26",15%,Devolvido,Não Informado,Cartão Crédito,"7680,78",
ORD-10040,06/12/2024,dezembro,sexta-feira,BA,Aplicativo,Celulares,Samsung Galaxy S22,1,"3753,27",5%,Concluído,Mariana Lima,Boleto,"3753,27",
ORD-10041,23/10/2024,outubro,quarta-feira,GO,Não Informado,Celulares,Samsung Galaxy S22,1,"1645,13",15%,Cancelado,Não Informado,Cartão Crédito,"1645,13",
ORD-10042,03/12/2024,dezembro,terça-feira,RJ,Marketplace,Fotografia,Câmera Canon,3,"2601,49",10%,Devolvido,Carlos Souza,Cartão Crédito,"7804,47",
ORD-10043,24/01/2024,janeiro,quarta-feira,GO,Aplicativo,Celulares,iPhone 13,4,"3075,81",0%,Cancelado,Roberto Alves,Cartão Crédito,"12303,24",
ORD-10044,16/03/2024,março,sábado,SC,Marketplace,Tablets,iPad 10,1,"77,45",0%,Cancelado,Não Informado,Cartão Crédito,"77,45",
ORD-10045,03/03/2024,março,domingo,GO,Televendas,Informática,Mouse Logitech,2,"4017,01",10%,Concluído,Não Informado,Cartão Crédito,"8034,02",
ORD-10046,31/08/2024,agosto,sábado,PE,Aplicativo,Celulares,Xiaomi Redmi Note,3,"3771,3",10%,Cancelado,Mariana Lima,Cartão Crédito,"11313,9",
ORD-10047,30/04/2024,abril,terça-feira,MG,Marketplace,Informática,Teclado Mecânico,3,"1632,56",0%,Cancelado,Roberto Alves,Boleto,"4897,68",
ORD-10048,19/04/2024,abril,sexta-feira,SC,E-commerce,Celulares,Xiaomi Redmi Note,4,"2067,62",15%,Cancelado,Roberto Alves,Cartão Crédito,"8270,48",
ORD-10049,11/01/2024,janeiro,quinta-feira,BA,Aplicativo,Acessórios,Suporte Celular,4,"2411,05",10%,Concluído,Não Informado,Boleto,"9644,2",
ORD-10050,04/11/2024,novembro,segunda-feira,GO,E-commerce,Fotografia,Tripé Fotográfico,4,"1136,14",15%,Concluído,Mariana Lima,Boleto,"4544,56",
ORD-10051,25/03/2024,março,segunda-feira,SC,Televendas,Fotografia,Webcam Logitech,2,"4904,57",0%,Concluído,Ana Silva,Boleto,"9809,14",
ORD-10052,24/08/2024,agosto,sábado,RS,Aplicativo,Tablets,iPad 10,1,"1337,77",10%,Devolvido,Mariana Lima,Cartão Crédito,"1337,77",
ORD-10053,09/05/2024,maio,quinta-feira,PR,Marketplace,Áudio,Caixa de Som JBL,4,"145,95",0%,Concluído,Ana Silva,Pix,"583,8",
ORD-10054,11/01/2024,janeiro,quinta-feira,RJ,Televendas,Celulares,iPhone 13,2,"1230,8",15%,Cancelado,Roberto Alves,Boleto,"2461,6",
ORD-10055,26/03/2024,março,terça-feira,MG,Loja Física,Áudio,Caixa de Som JBL,5,"4820,49",0%,Concluído,Não Informado,Pix,"24102,45",
ORD-10056,12/12/2024,dezembro,quinta-feira,RJ,Televendas,Áudio,Headset HyperX,4,"4710,28",5%,Cancelado,Ana Silva,Boleto,"18841,12",
ORD-10057,03/11/2024,novembro,domingo,PE,Aplicativo,Áudio,Headset HyperX,5,"3924,04",10%,Devolvido,Ana Silva,Pix,"19620,2",
ORD-10058,07/01/2024,janeiro,domingo,GO,Não Informado,Fotografia,Webcam Logitech,4,"572,42",10%,Cancelado,Roberto Alves,Cartão Crédito,"2289,68",
ORD-10059,29/11/2024,novembro,sexta-feira,GO,Aplicativo,Fotografia,Tripé Fotográfico,5,"4050,59",15%,Devolvido,Mariana Lima,Cartão Crédito,"20252,95",
ORD-10060,18/08/2024,agosto,domingo,PR,E-commerce,Informática,Teclado Mecânico,4,"2870,76",15%,Concluído,Mariana Lima,Cartão Crédito,"11483,04",
ORD-10061,30/06/2024,junho,domingo,PE,E-commerce,Tablets,iPad 10,3,"1434,31",10%,Cancelado,Ana Silva,Cartão Crédito,"4302,93",
ORD-10062,07/09/2024,setembro,sábado,GO,E-commerce,Fotografia,Webcam Logitech,2,"3468,52",15%,Concluído,Mariana Lima,Cartão Crédito,"6937,04",
ORD-10063,05/06/2024,junho,quarta-feira,SC,Não Informado,Tablets,iPad 10,5,"1876,65",10%,Devolvido,Mariana Lima,Boleto,"9383,25",
ORD-10064,05/06/2024,junho,quarta-feira,PR,E-commerce,Tablets,Galaxy Tab S8,2,"647,25",5%,Cancelado,Carlos Souza,Cartão Crédito,"1294,5",
ORD-10065,21/05/2024,maio,terça-feira,RJ,Marketplace,Fotografia,Webcam Logitech,5,"4884,2",10%,Devolvido,Carlos Souza,Boleto,24421,
ORD-10066,08/01/2024,janeiro,segunda-feira,SP,Televendas,Celulares,Samsung Galaxy S22,5,"676,59",0%,Devolvido,Carlos Souza,Boleto,"3382,95",
ORD-10067,07/01/2024,janeiro,domingo,PR,Marketplace,Tablets,iPad 10,3,"2373,51",15%,Concluído,Mariana Lima,Cartão Crédito,"7120,53",
ORD-10068,24/07/2024,julho,quarta-feira,MG,Marketplace,Informática,Notebook Dell,1,"2906,25",0%,Devolvido,Ana Silva,Cartão Crédito,"2906,25",
ORD-10069,06/11/2024,novembro,quarta-feira,GO,Aplicativo,Informática,Monitor Samsung,5,"1167,15",15%,Devolvido,Não Informado,Cartão Crédito,"5835,75",
ORD-10070,13/11/2024,novembro,quarta-feira,RS,Não Informado,Áudio,Headset HyperX,5,"4802,54",0%,Cancelado,Mariana Lima,Boleto,"24012,7",
ORD-10071,02/05/2024,maio,quinta-feira,SC,Aplicativo,Informática,Mouse Logitech,5,"421,57",0%,Concluído,Mariana Lima,Pix,"2107,85",
ORD-10072,27/12/2024,dezembro,sexta-feira,RS,Loja Física,Celulares,Samsung Galaxy S22,1,"4305,05",0%,Cancelado,Roberto Alves,Pix,"4305,05",
ORD-10073,27/11/2024,novembro,quarta-feira,SP,Marketplace,Acessórios,Carregador USB-C,3,"4141,82",0%,Devolvido,Não Informado,Boleto,"12425,46",
ORD-10074,12/08/2024,agosto,segunda-feira,BA,Televendas,Acessórios,Cabo Lightning,4,"3458,96",15%,Concluído,Roberto Alves,Pix,"13835,84",
ORD-10075,09/08/2024,agosto,sexta-feira,RJ,Marketplace,Acessórios,Carregador USB-C,3,"3038,38",0%,Concluído,Mariana Lima,Pix,"9115,14",
ORD-10076,28/08/2024,agosto,quarta-feira,MG,Televendas,Informática,Mouse Logitech,1,"2239,04",10%,Concluído,Roberto Alves,Pix,"2239,04",
ORD-10077,28/07/2024,julho,domingo,PR,Aplicativo,Tablets,Galaxy Tab S8,3,"3367,16",5%,Concluído,Mariana Lima,Boleto,"10101,48",
ORD-10078,20/08/2024,agosto,terça-feira,SC,Televendas,Tablets,iPad 10,3,"1299,37",0%,Concluído,Não Informado,Cartão Crédito,"3898,11",
ORD-10079,06/04/2024,abril,sábado,GO,E-commerce,Tablets,iPad 10,3,"3132,04",15%,Cancelado,Mariana Lima,Pix,"9396,12",
ORD-10080,12/08/2024,agosto,segunda-feira,MG,Loja Física,Celulares,Samsung Galaxy S22,4,"651,06",5%,Concluído,Não Informado,Cartão Crédito,"2604,24",
ORD-10081,28/02/2024,fevereiro,quarta-feira,GO,Não Informado,Informática,Mouse Logitech,1,"3256,16",5%,Devolvido,Não Informado,Boleto,"3256,16",
ORD-10082,04/09/2024,setembro,quarta-feira,SC,Marketplace,Áudio,Caixa de Som JBL,2,"2311,09",5%,Cancelado,Ana Silva,Boleto,"4622,18",
ORD-10083,16/09/2024,setembro,segunda-feira,GO,Marketplace,Tablets,Galaxy Tab S8,1,"1450,05",10%,Concluído,Não Informado,Cartão Crédito,"1450,05",
ORD-10084,09/10/2024,outubro,quarta-feira,RS,Não Informado,Áudio,Caixa de Som JBL,4,"2303,96",10%,Cancelado,Não Informado,Cartão Crédito,"9215,84",
ORD-10085,23/01/2024,janeiro,terça-feira,SC,Não Informado,Celulares,Samsung Galaxy S22,1,"2391,23",15%,Cancelado,Roberto Alves,Pix,"2391,23",
ORD-10086,29/10/2024,outubro,terça-feira,RJ,Televendas,Celulares,Xiaomi Redmi Note,1,"4377,24",15%,Concluído,Ana Silva,Boleto,"4377,24",
ORD-10087,01/12/2024,dezembro,domingo,PR,Televendas,Celulares,Samsung Galaxy S22,1,"2373,98",10%,Concluído,Ana Silva,Boleto,"2373,98",
ORD-10088,13/07/2024,julho,sábado,PE,E-commerce,Fotografia,Tripé Fotográfico,1,"3607,65",15%,Concluído,Carlos Souza,Boleto,"3607,65",
ORD-10089,26/04/2024,abril,sexta-feira,RJ,Aplicativo,Fotografia,Webcam Logitech,1,"2198,16",0%,Cancelado,Mariana Lima,Pix,"2198,16",
ORD-10090,29/01/2024,janeiro,segunda-feira,RS,Televendas,Informática,Teclado Mecânico,3,"1905,46",5%,Concluído,Não Informado,Boleto,"5716,38",
ORD-10091,30/03/2024,março,sábado,GO,Televendas,Celulares,iPhone 13,5,"4360,66",5%,Cancelado,Carlos Souza,Cartão Crédito,"21803,3",
ORD-10092,23/08/2024,agosto,sexta-feira,BA,Não Informado,Fotografia,Webcam Logitech,1,"96,52",15%,Cancelado,Ana Silva,Cartão Crédito,"96,52",
ORD-10093,02/06/2024,junho,domingo,BA,Marketplace,Áudio,Headset HyperX,4,"3467,05",15%,Concluído,Roberto Alves,Pix,"13868,2",
ORD-10094,19/10/2024,outubro,sábado,SP,Não Informado,Celulares,Samsung Galaxy S22,5,"1514,57",10%,Concluído,Mariana Lima,Pix,"7572,85",
ORD-10095,26/01/2024,janeiro,sexta-feira,RS,Televendas,Acessórios,Suporte Celular,1,"2508,8",10%,Devolvido,Carlos Souza,Boleto,"2508,8",
ORD-10096,08/05/2024,maio,quarta-feira,RJ,Não Informado,Celulares,Xiaomi Redmi Note,1,"3848,98",5%,Concluído,Mariana Lima,Cartão Crédito,"3848,98",
ORD-10097,08/03/2024,março,sexta-feira,MG,Marketplace,Informática,Teclado Mecânico,3,"1667,26",15%,Cancelado,Não Informado,Boleto,"5001,78",
ORD-10098,19/05/2024,maio,domingo,BA,Não Informado,Acessórios,Suporte Celular,3,"4574,54",15%,Devolvido,Ana Silva,Cartão Crédito,"13723,62",
ORD-10099,25/04/2024,abril,quinta-feira,PE,Loja Física,Informática,Mouse Logitech,1,"3388,31",15%,Concluído,Roberto Alves,Pix,"3388,31",
ORD-10100,04/03/2024,março,segunda-feira,SC,Não Informado,Áudio,Headset HyperX,3,"3380,5",10%,Devolvido,Ana Silva,Boleto,"10141,5",
ORD-10101,13/01/2024,janeiro,sábado,RJ,Não Informado,Celulares,Samsung Galaxy S22,5,"1673,63",5%,Concluído,Mariana Lima,Boleto,"8368,15",
ORD-10102,12/03/2024,março,terça-feira,RJ,E-commerce,Tablets,iPad 10,1,"1556,6",15%,Cancelado,Não Informado,Cartão Crédito,"1556,6",
ORD-10103,08/07/2024,julho,segunda-feira,MG,Aplicativo,Tablets,Galaxy Tab S8,1,"3497,6",15%,Concluído,Roberto Alves,Pix,"3497,6",
ORD-10104,17/01/2024,janeiro,quarta-feira,RS,Loja Física,Tablets,Galaxy Tab S8,3,"1125,48",15%,Concluído,Mariana Lima,Pix,"3376,44",
ORD-10105,01/02/2024,fevereiro,quinta-feira,GO,E-commerce,Fotografia,Webcam Logitech,3,"989,55",0%,Cancelado,Não Informado,Pix,"2968,65",
ORD-10106,04/05/2024,maio,sábado,RS,Marketplace,Informática,Teclado Mecânico,5,"1065,77",5%,Devolvido,Carlos Souza,Pix,"5328,85",
ORD-10107,15/03/2024,março,sexta-feira,RJ,Não Informado,Informática,Teclado Mecânico,5,"1290,74",5%,Concluído,Carlos Souza,Pix,"6453,7",
ORD-10108,28/10/2024,outubro,segunda-feira,MG,Não Informado,Áudio,Fone JBL,1,"912,52",0%,Concluído,Não Informado,Pix,"912,52",
ORD-10109,31/08/2024,agosto,sábado,GO,Televendas,Fotografia,Câmera Canon,3,"2590,53",0%,Cancelado,Não Informado,Pix,"7771,59",
ORD-10110,23/09/2024,setembro,segunda-feira,SP,Aplicativo,Fotografia,Tripé Fotográfico,4,"3234,54",0%,Concluído,Roberto Alves,Boleto,"12938,16",
ORD-10111,30/12/2024,dezembro,segunda-feira,MG,E-commerce,Informática,Monitor Samsung,1,"4501,37",10%,Cancelado,Mariana Lima,Pix,"4501,37",
ORD-10112,07/10/2024,outubro,segunda-feira,GO,Televendas,Fotografia,Tripé Fotográfico,3,"1935,48",10%,Concluído,Ana Silva,Boleto,"5806,44",
ORD-10113,08/08/2024,agosto,quinta-feira,SC,Aplicativo,Informática,Mouse Logitech,2,"2098,38",15%,Concluído,Mariana Lima,Cartão Crédito,"4196,76",
ORD-10114,10/05/2024,maio,sexta-feira,RJ,E-commerce,Áudio,Headset HyperX,2,"3449,76",15%,Concluído,Ana Silva,Cartão Crédito,"6899,52",
ORD-10115,07/03/2024,março,quinta-feira,RJ,Aplicativo,Informática,Teclado Mecânico,1,2953,10%,Devolvido,Roberto Alves,Boleto,2953,
ORD-10116,03/11/2024,novembro,domingo,MG,Não Informado,Informática,Teclado Mecânico,3,"562,82",5%,Concluído,Carlos Souza,Pix,"1688,46",
ORD-10117,07/07/2024,julho,domingo,PE,Televendas,Áudio,Headset HyperX,3,"2891,8",15%,Concluído,Não Informado,Boleto,"8675,4",
ORD-10118,15/01/2024,janeiro,segunda-feira,PR,Loja Física,Fotografia,Webcam Logitech,3,"3528,36",10%,Concluído,Carlos Souza,Cartão Crédito,"10585,08",
ORD-10119,24/07/2024,julho,quarta-feira,RJ,Não Informado,Acessórios,Suporte Celular,2,"3717,8",0%,Cancelado,Roberto Alves,Cartão Crédito,"7435,6",
ORD-10120,21/03/2024,março,quinta-feira,SP,Marketplace,Tablets,Galaxy Tab S8,3,"3621,9",0%,Cancelado,Não Informado,Pix,"10865,7",
ORD-10121,19/05/2024,maio,domingo,SC,Loja Física,Fotografia,Câmera Canon,1,"2148,87",15%,Cancelado,Não Informado,Pix,"2148,87",
ORD-10122,26/02/2024,fevereiro,segunda-feira,PE,Não Informado,Áudio,Caixa de Som JBL,1,"3408,51",15%,Devolvido,Ana Silva,Cartão Crédito,"3408,51",
ORD-10123,04/01/2024,janeiro,quinta-feira,BA,Loja Física,Tablets,iPad 10,3,"4729,35",5%,Devolvido,Ana Silva,Pix,"14188,05",
ORD-10124,30/03/2024,março,sábado,PE,Televendas,Tablets,Galaxy Tab S8,4,"2686,28",5%,Devolvido,Ana Silva,Cartão Crédito,"10745,12",
ORD-10125,11/08/2024,agosto,domingo,SC,Televendas,Fotografia,Câmera Canon,4,"4609,75",10%,Concluído,Roberto Alves,Boleto,18439,
ORD-10126,11/01/2024,janeiro,quinta-feira,PR,E-commerce,Informática,Monitor Samsung,2,"4016,54",15%,Concluído,Ana Silva,Cartão Crédito,"8033,08",
ORD-10127,25/09/2024,setembro,quarta-feira,RS,Loja Física,Tablets,Galaxy Tab S8,4,"4359,1",10%,Cancelado,Ana Silva,Pix,"17436,4",
ORD-10128,28/09/2024,setembro,sábado,PR,Não Informado,Fotografia,Câmera Canon,2,"4534,32",10%,Cancelado,Carlos Souza,Pix,"9068,64",
ORD-10129,11/04/2024,abril,quinta-feira,MG,Não Informado,Celulares,Samsung Galaxy S22,5,"806,71",0%,Concluído,Roberto Alves,Pix,"4033,55",
ORD-10130,14/12/2024,dezembro,sábado,PR,Marketplace,Acessórios,Cabo Lightning,1,"3194,73",10%,Concluído,Ana Silva,Cartão Crédito,"3194,73",
ORD-10131,20/05/2024,maio,segunda-feira,BA,Aplicativo,Tablets,Galaxy Tab S8,1,"1792,11",0%,Concluído,Ana Silva,Pix,"1792,11",
ORD-10132,09/02/2024,fevereiro,sexta-feira,GO,Televendas,Áudio,Caixa de Som JBL,1,"3094,29",15%,Concluído,Roberto Alves,Pix,"3094,29",
ORD-10133,13/06/2024,junho,quinta-feira,GO,E-commerce,Fotografia,Câmera Canon,4,"2531,77",0%,Devolvido,Ana Silva,Pix,"10127,08",
ORD-10134,21/01/2024,janeiro,domingo,PE,Televendas,Fotografia,Câmera Canon,1,"2216,9",15%,Cancelado,Mariana Lima,Boleto,"2216,9",
ORD-10135,28/07/2024,julho,domingo,RJ,Loja Física,Áudio,Caixa de Som JBL,1,"3009,54",10%,Concluído,Não Informado,Boleto,"3009,54",
ORD-10136,09/05/2024,maio,quinta-feira,PR,E-commerce,Tablets,Galaxy Tab S8,1,"4823,83",5%,Cancelado,Mariana Lima,Boleto,"4823,83",
ORD-10137,05/12/2024,dezembro,quinta-feira,BA,Televendas,Fotografia,Tripé Fotográfico,2,"2995,45",0%,Concluído,Mariana Lima,Cartão Crédito,"5990,9",
ORD-10138,16/12/2024,dezembro,segunda-feira,PE,Loja Física,Fotografia,Tripé Fotográfico,1,"3247,82",15%,Concluído,Mariana Lima,Boleto,"3247,82",
ORD-10139,23/06/2024,junho,domingo,MG,E-commerce,Celulares,iPhone 13,2,"1171,39",5%,Devolvido,Ana Silva,Pix,"2342,78",
ORD-10140,26/09/2024,setembro,quinta-feira,SC,Marketplace,Acessórios,Suporte Celular,1,"1716,98",5%,Cancelado,Carlos Souza,Boleto,"1716,98",
ORD-10141,12/08/2024,agosto,segunda-feira,GO,Televendas,Acessórios,Carregador USB-C,4,"1853,28",5%,Devolvido,Roberto Alves,Cartão Crédito,"7413,12",
ORD-10142,07/06/2024,junho,sexta-feira,GO,Loja Física,Acessórios,Carregador USB-C,2,"1870,81",15%,Concluído,Não Informado,Pix,"3741,62",
ORD-10143,12/04/2024,abril,sexta-feira,GO,Loja Física,Tablets,iPad 10,2,"4371,36",0%,Concluído,Não Informado,Pix,"8742,72",
ORD-10144,23/03/2024,março,sábado,SC,E-commerce,Áudio,Fone JBL,4,"4531,27",5%,Cancelado,Roberto Alves,Boleto,"18125,08",
ORD-10145,28/01/2024,janeiro,domingo,RJ,Loja Física,Informática,Monitor Samsung,5,"1901,11",15%,Cancelado,Ana Silva,Boleto,"9505,55",
ORD-10146,15/03/2024,março,sexta-feira,MG,Não Informado,Informática,Teclado Mecânico,1,"1470,05",15%,Concluído,Roberto Alves,Pix,"1470,05",
ORD-10147,10/01/2024,janeiro,quarta-feira,RJ,Loja Física,Informática,Notebook Dell,2,"4183,07",15%,Cancelado,Mariana Lima,Pix,"8366,14",
ORD-10148,02/08/2024,agosto,sexta-feira,GO,Televendas,Informática,Mouse Logitech,5,"2312,71",0%,Concluído,Não Informado,Pix,"11563,55",
ORD-10149,14/03/2024,março,quinta-feira,RS,Televendas,Celulares,Xiaomi Redmi Note,4,"57,74",10%,Concluído,Carlos Souza,Boleto,"230,96",
ORD-10150,25/09/2024,setembro,quarta-feira,SC,Aplicativo,Fotografia,Câmera Canon,1,"4769,35",0%,Concluído,Roberto Alves,Boleto,"4769,35",
ORD-10151,09/01/2024,janeiro,terça-feira,PR,Marketplace,Áudio,Headset HyperX,1,"1756,77",0%,Concluído,Mariana Lima,Pix,"1756,77",
ORD-10152,30/03/2024,março,sábado,MG,Marketplace,Áudio,Headset HyperX,4,"4905,05",15%,Concluído,Roberto Alves,Pix,"19620,2",
ORD-10153,23/01/2024,janeiro,terça-feira,PE,Aplicativo,Áudio,Fone JBL,1,"1612,2",10%,Concluído,Mariana Lima,Pix,"1612,2",
ORD-10154,26/05/2024,maio,domingo,BA,E-commerce,Fotografia,Câmera Canon,1,"4335,7",10%,Devolvido,Roberto Alves,Cartão Crédito,"4335,7",
ORD-10155,16/07/2024,julho,terça-feira,PR,Televendas,Fotografia,Webcam Logitech,2,"2506,21",15%,Devolvido,Ana Silva,Boleto,"5012,42",
ORD-10156,08/08/2024,agosto,quinta-feira,RJ,E-commerce,Tablets,iPad 10,2,"2750,1",10%,Devolvido,Mariana Lima,Boleto,"5500,2",
ORD-10157,26/03/2024,março,terça-feira,PR,Televendas,Tablets,Galaxy Tab S8,4,"1790,16",0%,Concluído,Mariana Lima,Boleto,"7160,64",
ORD-10158,09/12/2024,dezembro,segunda-feira,SP,Marketplace,Informática,Notebook Dell,4,"1848,39",5%,Concluído,Ana Silva,Cartão Crédito,"7393,56",
ORD-10159,26/11/2024,novembro,terça-feira,MG,Não Informado,Informática,Mouse Logitech,3,"1945,13",0%,Concluído,Mariana Lima,Boleto,"5835,39",
ORD-10160,20/10/2024,outubro,domingo,BA,Marketplace,Tablets,iPad 10,5,"1866,4",10%,Concluído,Ana Silva,Boleto,9332,
ORD-10161,22/09/2024,setembro,domingo,GO,Marketplace,Celulares,Samsung Galaxy S22,5,"632,92",10%,Devolvido,Roberto Alves,Cartão Crédito,"3164,6",
ORD-10162,07/02/2024,fevereiro,quarta-feira,RJ,Não Informado,Informática,Mouse Logitech,2,"4498,46",15%,Devolvido,Mariana Lima,Boleto,"8996,92",
ORD-10163,02/06/2024,junho,domingo,PR,Televendas,Informática,Teclado Mecânico,1,"3562,34",5%,Cancelado,Ana Silva,Cartão Crédito,"3562,34",
ORD-10164,09/09/2024,setembro,segunda-feira,GO,Televendas,Celulares,iPhone 13,3,"2792,41",10%,Cancelado,Não Informado,Pix,"8377,23",
